scenario,run_id,t_s,T_h_in_K,T_h_out_K,T_c_in_K,T_c_out_K,delta_P_Pa,U_mean_W_m2K,delta_f_mean_m,delta_f_max_m,freezing_alarm,early_stop,t_h,group,U_ideal,dP_ideal,T_h_out_ideal,T_c_out_ideal,Q_ideal,eps_ideal,U_error,dP_error,T_h_out_error,T_c_out_error,dP_meas_unc,dP_ideal_unc,dP_error_unc
normal_operation,1,1083.01,254.111,162.144,120.27,184.033,620.256,255.322,4.4881e-06,8.98214e-06,0,0,0.3008361111111111,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.30579057494838935,1.8152350702229114,0.09864859027345574,0.7099786435628062,1.240512,61.844076492977706,61.856516773024175
normal_operation,1,1143.18,253.955,161.406,121.028,183.005,621.005,255.309,4.67984e-06,9.42247e-06,0,0,0.31755,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.3187905749483946,2.564235070222935,-0.6393514097265438,-0.31802135643718543,1.24201,61.844076492977706,61.856546833050565
normal_operation,1,1203.34,254.073,161.827,120.326,183.413,618.168,255.296,4.87143e-06,9.86247e-06,0,0,0.33426111111111106,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.3317905749483998,-0.272764929777054,-0.21835140972655154,0.08997864356283003,1.236336,61.844076492977706,61.856433165630996
normal_operation,1,1263.51,255.052,161.975,120.797,183.242,620.892,255.283,5.06287e-06,1.03021e-05,0,0,0.350975,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.34479057494840504,2.4512350702229924,-0.0703514097265554,-0.08102135643719066,1.2417840000000002,61.844076492977706,61.856542295637034
normal_operation,1,1323.68,254.533,161.219,121.862,182.618,619.926,255.27,5.25415e-06,1.07415e-05,0,0,0.3676888888888889,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.35779057494838185,1.4852350702229842,-0.8263514097265556,-0.7050213564371859,1.2398520000000002,61.844076492977706,61.85650354046195
normal_operation,1,1383.84,253.583,161.634,120.442,183.839,617.365,255.257,5.44528e-06,1.11805e-05,0,0,0.38439999999999996,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.3707905749483871,-1.0757649297770513,-0.4113514097265636,0.5159786435628178,1.23473,61.844076492977706,61.85640108705143
normal_operation,1,1444.01,253.902,161.769,120.627,183.428,620.381,255.244,5.63627e-06,1.16191e-05,0,0,0.4011138888888889,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.3837905749483923,1.9402350702229114,-0.27635140972654426,0.10497864356281639,1.240762,61.844076492977706,61.856521787196556
normal_operation,1,1504.18,253.869,162.015,121.359,183.653,621.373,255.231,5.8271e-06,1.20575e-05,0,0,0.4178277777777778,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.39679057494839753,2.932235070222987,-0.03035140972656336,0.3299786435628107,1.2427460000000001,61.844076492977706,61.85656161548097
normal_operation,1,1564.35,253.573,162.316,120.864,183.064,619.027,255.218,6.01778e-06,1.24955e-05,0,0,0.43454166666666666,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.40979057494840276,0.5862350702229833,0.2706485902734528,-0.25902135643718793,1.2380540000000002,61.844076492977706,61.856467527463884
normal_operation,1,1624.51,253.694,162.296,119.996,183.565,619.696,255.205,6.20831e-06,1.29331e-05,0,0,0.4512527777777778,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.42279057494837957,1.255235070222966,0.25064859027344255,0.24197864356281684,1.239392,61.844076492977706,61.856494321929866
normal_operation,1,1684.68,254.279,163.178,119.898,182.443,620.932,255.192,6.39869e-06,1.33705e-05,0,0,0.4679666666666667,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.4357905749483848,2.491235070222956,1.1326485902734476,-0.8800213564371688,1.241864,61.844076492977706,61.85654390170674
normal_operation,1,1744.85,254.051,162.76,120.785,183.099,621.267,255.179,6.58891e-06,1.38075e-05,0,0,0.4846805555555555,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.44879057494839003,2.8262350702229924,0.7146485902734412,-0.22402135643719134,1.242534,61.844076492977706,61.85655735660071
normal_operation,1,1805.01,253.946,162.966,120.275,183.478,621.204,255.166,6.77899e-06,1.42441e-05,0,0,0.5013916666666667,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.46179057494839526,2.7632350702228905,0.9206485902734585,0.15497864356282776,1.242408,61.844076492977706,61.856554825723535
normal_operation,1,1865.18,254.271,162.431,120.584,182.232,619.88,255.153,6.96892e-06,1.46805e-05,0,0,0.5181055555555556,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.4747905749484005,1.439235070222935,0.3856485902734619,-1.0910213564371816,1.23976,61.844076492977706,61.85650169648198
normal_operation,1,1925.35,253.311,162.258,120.596,184.024,619.456,255.14,7.1587e-06,1.51165e-05,0,0,0.5348194444444444,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.4877905749484057,1.015235070222957,0.21264859027346006,0.70097864356282,1.238912,61.844076492977706,61.85648470623772
normal_operation,1,1985.52,254.278,162.593,120.577,184.161,622.321,255.127,7.34833e-06,1.55522e-05,0,0,0.5515333333333333,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.5007905749483825,3.880235070222966,0.5476485902734396,0.8379786435628205,1.244642,61.844076492977706,61.856599736628276
normal_operation,1,2045.68,254.448,161.814,120.56,184.309,621.473,255.115,7.5378e-06,1.59875e-05,0,0,0.5682444444444444,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.512790574948383,3.032235070222896,-0.23135140972655677,0.9859786435628166,1.2429459999999999,61.844076492977706,61.856565633958326
normal_operation,1,2105.85,253.556,162.324,120.606,183.499,619.801,255.102,7.72713e-06,1.64225e-05,0,0,0.5849583333333334,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.5257905749483882,1.3602350702229842,0.27864859027346256,0.17597864356281434,1.239602,61.844076492977706,61.85649852996597
normal_operation,1,2166.02,254.172,162.544,120.093,183.4,619.102,255.089,7.91631e-06,1.68572e-05,0,0,0.6016722222222222,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.5387905749483934,0.6612350702229151,0.4986485902734614,0.0769786435628248,1.238204,61.844076492977706,61.85647052988793
normal_operation,1,2226.18,254.434,163.107,120.046,183.362,620.223,255.076,8.10534e-06,1.72916e-05,0,0,0.6183833333333333,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.5517905749483987,1.782235070222896,1.0616485902734496,0.038978643562813886,1.240446,61.844076492977706,61.85651544945119
normal_operation,1,2286.35,253.823,163.415,120.558,183.546,620.966,255.063,8.29422e-06,1.77256e-05,0,0,0.6350972222222222,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.5647905749484039,2.525235070222948,1.3696485902734423,0.22297864356281138,1.241932,61.844076492977706,61.85654526694731
normal_operation,1,2346.52,254.486,162.919,120.009,183.767,621.45,255.05,8.48295e-06,1.81593e-05,0,0,0.6518111111111111,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.5777905749483807,3.009235070222985,0.8736485902734614,0.443978643562815,1.2429000000000001,61.844076492977706,61.856564709651295
normal_operation,1,2406.69,254.443,162.086,120.693,184.497,619.583,255.038,8.67153e-06,1.85926e-05,0,0,0.668525,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.5897905749483812,1.1422350702229096,0.040648590273463014,1.1739786435628332,1.239166,61.844076492977706,61.85648979407766
normal_operation,1,2466.85,253.729,162.533,121.103,183.409,620.792,255.025,8.85996e-06,1.90256e-05,0,0,0.685236111111111,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.6027905749483864,2.3512350702229696,0.4876485902734373,0.08597864356281093,1.241584,61.844076492977706,61.856538280915245
normal_operation,1,2527.02,254.018,162.566,120.044,182.575,620.738,255.012,9.04824e-06,1.94583e-05,0,0,0.70195,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.6157905749483916,2.297235070222996,0.5206485902734528,-0.7480213564371923,1.2414760000000002,61.844076492977706,61.856536113234256
normal_operation,1,2587.19,253.358,162.436,119.742,183.774,622.91,254.999,9.23637e-06,1.98907e-05,0,0,0.7186638888888889,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.6287905749483969,4.469235070222908,0.39064859027345733,0.45097864356282,1.24582,61.844076492977706,61.85662345086157
normal_operation,1,2647.35,254.25,161.195,120.411,182.8,622.306,254.987,9.42436e-06,2.03228e-05,0,0,0.735375,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.6407905749483973,3.8652350702229796,-0.8503514097265565,-0.5230213564371695,1.244612,61.844076492977706,61.85659913299325
normal_operation,1,2707.52,252.67,162.284,120.339,183.693,620.4,254.974,9.61219e-06,2.07545e-05,0,0,0.7520888888888889,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.6537905749484025,1.9592350702229169,0.2386485902734421,0.36997864356283117,1.2408,61.844076492977706,61.856522549439184
normal_operation,1,2767.69,253.696,162.745,120.44,183.257,621.859,254.961,9.79988e-06,2.11858e-05,0,0,0.7688027777777778,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.6667905749483793,3.418235070222977,0.6996485902734548,-0.06602135643717588,1.243718,61.844076492977706,61.85658115134397
normal_operation,1,2827.86,253.972,162.651,120.884,183.501,620.729,254.949,9.98741e-06,2.16169e-05,0,0,0.7855166666666668,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.6787905749483798,2.2882350702229814,0.6056485902734607,0.1779786435628239,1.2414580000000002,61.844076492977706,61.856535751972416
normal_operation,1,2888.02,253.341,162.349,121.185,183.837,621.142,254.936,1.01748e-05,2.20476e-05,0,0,0.8022277777777778,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.691790574948385,2.7012350702229924,0.3036485902734398,0.5139786435628082,1.2422840000000002,61.844076492977706,61.85655233526949
normal_operation,1,2948.19,254.966,162.335,119.887,183.939,624.766,254.923,1.0362e-05,2.2478e-05,0,0,0.8189416666666667,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.7047905749483903,6.325235070222902,0.28964859027345824,0.6159786435628121,1.2495319999999999,61.844076492977706,61.85669832353083
normal_operation,1,3008.36,254.297,161.572,120.979,183.092,620.549,254.911,1.05491e-05,2.29081e-05,0,0,0.8356555555555556,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.7167905749483907,2.108235070222918,-0.473351409726547,-0.23102135643716792,1.241098,61.844076492977706,61.85652852783513
normal_operation,1,3068.52,254.342,162.454,120.984,183.547,620.535,254.898,1.07361e-05,2.33378e-05,0,0,0.8523666666666667,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.7297905749483959,2.094235070222908,0.408648590273458,0.22397864356281616,1.24107,61.844076492977706,61.85652796604557
normal_operation,1,3128.69,254.538,162.027,120.959,184.309,622.986,254.885,1.09229e-05,2.37672e-05,0,0,0.8690805555555555,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.7427905749484012,4.54523507022293,-0.018351409726562906,0.9859786435628166,1.245972,61.844076492977706,61.85662651239608
normal_operation,1,3188.86,253.521,162.572,120.815,183.506,624.281,254.873,1.11095e-05,2.41963e-05,0,0,0.8857944444444444,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.7547905749484016,5.840235070222889,0.526648590273453,0.18297864356281934,1.248562,61.844076492977706,61.85667873671461
normal_operation,1,3249.03,253.734,161.923,119.556,183.558,622.481,254.86,1.1296e-05,2.46251e-05,0,0,0.9025083333333334,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.7677905749483784,4.040235070222934,-0.1223514097265479,0.23497864356281184,1.2449620000000001,61.844076492977706,61.85660617630684
normal_operation,1,3309.19,254.406,162.136,120.179,182.002,621.345,254.848,1.14824e-05,2.50535e-05,0,0,0.9192194444444445,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.7797905749483789,2.904235070222967,0.09064859027344596,-1.3210213564371713,1.24269,61.844076492977706,61.85656049042314
normal_operation,1,3369.36,252.316,163.079,120.01,183.558,623.35,254.835,1.16686e-05,2.54816e-05,0,0,0.9359333333333334,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.7927905749483841,4.909235070222962,1.033648590273458,0.23497864356281184,1.2467000000000001,61.844076492977706,61.85664118071137
normal_operation,1,3429.53,254.102,162.648,120.774,183.586,620.973,254.822,1.18546e-05,2.59094e-05,0,0,0.9526472222222223,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.8057905749483893,2.532235070222896,0.6026485902734464,0.26297864356283185,1.241946,61.844076492977706,61.85654554803553
normal_operation,1,3489.69,253.606,161.75,120.097,183.689,622.588,254.81,1.20405e-05,2.63368e-05,0,0,0.9693583333333333,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.8177905749483898,4.147235070222905,-0.2953514097265497,0.36597864356281207,1.245176,61.844076492977706,61.85661048376522
normal_operation,1,3549.86,253.677,162.886,120.708,184.256,622.009,254.797,1.22263e-05,2.67639e-05,0,0,0.9860722222222222,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.830790574948395,3.568235070222954,0.840648590273446,0.9329786435628193,1.244018,61.844076492977706,61.85658718401462
normal_operation,1,3610.03,254.048,162.453,120.939,183.199,623.27,254.785,1.24119e-05,2.71907e-05,0,0,1.0027861111111112,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.8427905749483955,4.829235070222921,0.40764859027345324,-0.1240213564371686,1.24654,61.844076492977706,61.85663795617151
normal_operation,1,3670.19,253.292,162.564,120.659,183.446,622.789,254.772,1.25974e-05,2.76172e-05,0,0,1.0194972222222223,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.8557905749484007,4.348235070222927,0.5186485902734432,0.12297864356281707,1.245578,61.844076492977706,61.85661857734677
normal_operation,1,3730.36,254.584,161.803,119.629,183.28,621.916,254.76,1.27827e-05,2.80433e-05,0,0,1.0362111111111112,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.8677905749484012,3.4752350702229933,-0.24235140972655245,-0.04302135643717975,1.243832,61.844076492977706,61.85658344358749
normal_operation,1,3790.53,254.18,162.429,120.294,183.325,621.632,254.747,1.29679e-05,2.84691e-05,0,0,1.052925,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.880790574948378,3.1912350702228878,0.38364859027345233,0.001978643562807747,1.243264,61.844076492977706,61.856572024668274
normal_operation,1,3850.7,253.947,162.231,120.782,182.958,625.365,254.735,1.31529e-05,2.88946e-05,0,0,1.0696388888888888,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.8927905749483784,6.924235070222949,0.18564859027344482,-0.3650213564371825,1.2507300000000001,61.844076492977706,61.85672253524412
normal_operation,1,3910.86,253.062,163.351,120.243,184.246,624.731,254.722,1.33378e-05,2.93198e-05,0,0,1.08635,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.9057905749483837,6.290235070222934,1.3056485902734494,0.9229786435628284,1.249462,61.844076492977706,61.85669690954021
normal_operation,1,3971.03,253.45,162.116,119.996,182.903,623.459,254.71,1.35225e-05,2.97446e-05,0,0,1.1030638888888888,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.9177905749483841,5.018235070222886,0.07064859027346415,-0.4200213564371893,1.246918,61.844076492977706,61.85664557481275
normal_operation,1,4031.2,253.899,161.964,120.475,182.508,622.534,254.697,1.37071e-05,3.01691e-05,0,0,1.1197777777777778,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.9307905749483893,4.093235070222931,-0.08135140972655108,-0.8150213564371711,1.245068,61.844076492977706,61.85660830981522
normal_operation,1,4091.36,253.849,162.259,120.319,183.359,624.304,254.685,1.38915e-05,3.05933e-05,0,0,1.1364888888888889,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.9427905749483898,5.863235070222913,0.2136485902734364,0.03597864356282798,1.248608,61.844076492977706,61.85667966523051
normal_operation,1,4151.53,254.188,161.949,120.015,182.858,622.851,254.673,1.40758e-05,3.10172e-05,0,0,1.1532027777777778,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.9547905749483903,4.410235070222939,-0.09635140972653744,-0.4650213564371768,1.245702,61.844076492977706,61.85662107440142
normal_operation,1,4211.7,253.779,161.717,120.733,184.257,621.825,254.66,1.42599e-05,3.14407e-05,0,0,1.1699166666666667,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.9677905749483955,3.384235070222985,-0.32835140972653676,0.9339786435628241,1.2436500000000001,61.844076492977706,61.85657978414081
normal_operation,1,4271.87,254.161,162.831,120.63,183.41,622.237,254.648,1.44439e-05,3.18639e-05,0,0,1.1866305555555556,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.9797905749483959,3.796235070222906,0.7856485902734391,0.0869786435628157,1.2444739999999999,61.844076492977706,61.85659635645946
normal_operation,1,4332.03,254.341,161.504,120.067,183.388,620.984,254.635,1.46278e-05,3.22868e-05,0,0,1.2033416666666665,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-0.9927905749484012,2.543235070222977,-0.541351409726559,0.06497864356282435,1.2419680000000002,61.844076492977706,61.85654598975198
normal_operation,1,4392.2,253.852,162.45,120.8,183.454,621.596,254.623,1.48115e-05,3.27094e-05,0,0,1.2200555555555554,normal_operation_run1,255.6277905749484,618.4407649297771,162.04535140972655,183.32302135643718,1055787.9587881449,0.6883448379583313,-1.0047905749484016,3.1552350702229432,0.4046485902734389,0.13097864356282685,1.243192,61.844076492977706,61.856570577571965
